sentence,sentiment
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5472),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #246),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #807),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2129),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1948),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #516),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5673),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2649),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2520),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3173),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4632),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #6121),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4769),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #655),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6460),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2146),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2125),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #941),0
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1423),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2675),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1223),1
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1183),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #381),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #545),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #500),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3699),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #940),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4883),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #106),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #295),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2079),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1358),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3404),2
Môn học không khó không dễ (mẫu UIT-VSFC #55),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5283),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3207),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5093),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1588),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3453),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2970),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1265),0
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1584),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1538),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5988),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2236),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #527),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3540),2
Giảng viên thực hiện đúng nghĩa vụ giảng dạy theo hợp đồng.,1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4630),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3555),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1745),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5335),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2776),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1722),1
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1070),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6254),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #657),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6179),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3889),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3026),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #205),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4169),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5033),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1233),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3331),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4160),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #6606),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1968),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4908),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1329),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2822),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #464),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5730),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4047),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1966),0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1783),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #65),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5989),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #579),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1862),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2402),2
Chương trình học bình thường (mẫu UIT-VSFC #328),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3323),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1533),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5205),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1540),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2270),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2552),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2874),2
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #179),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1035),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4997),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #328),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6329),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2994),2
Giảng viên không biết cách quản lý thời gian trong buổi học.,0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3210),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2921),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3042),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1937),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5204),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #20),1
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #260),1
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #667),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2849),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1346),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2963),0
Môn học thiếu tính ứng dụng và liên hệ thực tế trong bài giảng.,0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1348),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1916),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #970),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #539),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #654),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1285),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2775),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1149),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4739),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4822),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #46),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1393),0
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #893),1
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2693),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4195),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1995),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #978),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #382),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5150),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5399),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #678),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3342),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1023),1
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #331),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2836),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1651),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3166),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #35),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4368),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #370),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #344),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #6392),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5793),2
"Giảng viên công bằng trong đánh giá, không thiên vị sinh viên nào.",2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2326),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1253),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2372),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5779),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2388),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1129),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4171),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #214),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #6331),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6340),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #298),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4396),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1160),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #6408),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2710),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2312),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5743),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #6095),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1866),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2788),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1480),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6360),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #60),0
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #224),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #56),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4049),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2567),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2120),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1302),1
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1629),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #50),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2636),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2743),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1410),0
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #1709),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2615),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2216),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2724),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1751),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #111),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1008),2
Môn học không khó không dễ (mẫu UIT-VSFC #625),1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #164),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2509),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #680),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #951),0
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2667),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #6421),2
Hình thức kiểm tra đa dạng giúp sinh viên thể hiện được khả năng.,2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1017),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1606),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5493),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2854),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4768),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4631),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1494),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1007),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5057),2
Nội dung môn học phù hợp với mục tiêu học tập đã đề ra.,1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5495),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4765),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #317),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3576),2
Cô dạy không tệ nhưng em nghĩ môn học này cần được cải thiện hơn.,1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5149),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1874),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #890),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1619),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2101),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1189),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1831),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #149),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1217),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1433),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #503),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2278),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #916),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1831),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2742),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5717),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1307),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5079),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2089),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5274),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #384),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1156),1
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1246),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4619),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2785),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #991),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3393),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2562),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #201),1
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1526),1
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1490),1
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1600),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2030),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #6411),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1788),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3797),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4609),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2725),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1406),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3836),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #298),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1007),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3563),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5203),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4190),2
